,episode no.,speaker,dialouge
6759,27,Alien,hope found detox suffici relax
6760,27,Rick,hey man listen comment made throat
6761,27,Alien,( clear throat swallow ) ( put hand ) good
6762,27,Rick,nice let hook still unaccept behavior regret
6763,27,Alien,believ man ’ve work long time get
6764,27,Morty,hey uh mind put music
6765,27,Rick,
6766,27,Radio,grab terrifold
6767,27,Rick,whati
6768,27,Morty,hit shuffl
6769,27,Rick,kid
6770,27,Morty,haha
6771,27,Rick,univers ( burps ) oh excus
6772,27,Morty,listen one random song aday know would end hear song like would discovera lot
6773,27,Rick,interest concept youknow make wonder algorithm express couldachiev ideal ratio pfft listen tri calcul happi overher
6774,27,Morty,hoo anyon could rick
6775,27,Rick,hey issometh scienc could measur ’m real proud grandpa morty
6776,27,Morty,thank rick love
6777,27,Toxic Rick,yeah motherfuck yeah get get right fuck bitch ass fuck guess discov new element think could morty think anyon could ever billion year think god exist could answer god exist fuck
6778,27,Toxic Morty,ye rick agre rick
6779,27,Toxic Rick,flap parasit turd holster discov toxic equival electr morty think
6780,27,Toxic Morty,uh th think voic annoy
6781,27,Toxic Rick,best qualiti
6782,27,Toxic Morty,( sad ) true
6783,27,Mr. Goldenfold,tell common denomin two faction know bore
6784,27,Morty,hey listen know wh bore would common denomin
6785,27,Mr. Goldenfold,damn morty hilari normal would come kind disrupt seem repres posit chang charact class dismiss
6786,27,Off screen student,awesom morty
6787,27,Student with glasses,done good morty ( high five )
6788,27,Off screen student 2,oh yeah
6789,27,Female student,thank advic morty
6790,27,Morty,got
6791,27,Female student 2,morty
6792,27,Morty,knew could
6793,27,Mitch,hey morty rememb yesterday could play trombon well check ( play tune trombon )
6794,27,Morty,( snap finger ) like told mitch music heart whole time
6795,27,Female student looking into her mirror,stupid hat wish courag
6796,27,Female Student,( smile )
6797,27,Bully,might idiot fool know still pathet loser hide behind confid facad know ’m thing brother ’m alon anymor
6798,27,Jessica,hey morty word around school ’ve becom super healthi
6799,27,Morty,know howev know pretti bad case taken dinner iti might fatal hahaha
6800,27,Rick,( walk morty jessica )
6801,27,Morty,happi help rick
6802,27,Rick,hate bug morn hike start receiv faint highli unusu transmiss sub ether phone listen
6803,27,Morty,bad phone chuck downgrad clamshel emerg know someth ’s worth say worth eye contact
6804,27,Rick,uh trace sourc call back spa went morty thought could hear voic enhanc listen
6805,27,Toxic Rick,hey asshol
6806,27,Toxic Morty,oh man
6807,27,Toxic Rick,rememb us
6808,27,Toxic Morty,oh like confront
6809,27,Toxic Rick,fuck us piec garbag right fuck garbag us ’m fuck geniu god realli think thing hold ’m go rip throat
6810,27,Rick,morty toxic part us ident live
6811,27,Rick,w mine share intellig devis way reach us
6812,27,Morty,sound like lot pain lot o. pain know deal man know l let us work trauma urban spin yoga amaz yoga bike risk preteen-
6813,27,Rick,  think blow morty known work way would detox well would toxic ’m detox ’m account toxin right dilemma
6814,27,Morty,think know ( grabs rick ’s phone break half )
6815,27,Rick,morty
6816,27,Morty,rick haha ( hop car ) know problem big fat brain miss eat big fat problem focu good thing trust thing good take away heh would healthi
6817,27,Morty,hahaha hahahaha oh man world ’s greatest grandpa real ( walk away ) coffe cup bud legit ( catch footbal kick toward chuck back screen person )
6818,27,Morty,love drum never took drum lesson limit addict limit amaz kale prepar kitchen ’ll water
6819,27,Jessica,"uh "" cru dite """
6820,27,Waiter,cruditã © cup carrot stick
6821,27,Morty,ha okay pronounc howev want word thing pleas thank convers
6822,27,Morty,god excit final dinner know long ’ve wait like whew wish would shut though kid know quiet wrong w tell atmospher like planet jessica equat vacat holiday mean know haha time talk
6823,27,Jessica,well like restaur
6824,27,Morty,holy shit holi shit moron ’m idiot believ thought detox thing alien spa go fwoo ssh laser bwaa bwaa bwaa wheeew wheeew suck everyth everyth hold back everyth bad mean sluuuurp hahaha right
6825,27,Jessica,( awkwardli ) cooooool ( grab phone look batteri ) oh god believ
6826,27,Morty,yeah phone aw downgrad to- ( goe grab phone interrupt )
6827,27,Jessica,total forgot thing
6828,27,Morty,thing good
6829,27,Jessica,know rude truth look ’m sorri morty think
6830,27,Morty,even need explain good
6831,27,Jessica,think would get bore ( get chair leav )
6832,27,Morty,e exactli look spark fli date know first date spark damag worri life highway go ride night lonnngg
6833,27,Morty,"  go eat "" crudit mmm organ mmm ( look around restaur ) right know even continu ( attent one girl sit bar ) okay go"
6834,27,Morty,madam ’m afraid bad news money ’s good haha ( bar tender ) ’ll ’ll get next round sir
6835,27,Stacy,child
6836,27,Morty,way matter morty
6837,27,Stacy,( sigh ) staci
6838,27,Morty,’ve watch drink staci get feel ’ve got hard job wonder take pleas job want part time full time want good bad want get promot fire corner offic hostil takeov workplac accid ’m knee staci pray worship beg whatev want ( sniff ) think
6839,27,Stacy,( turn look morty ) okay fuck
6840,27,Morty,tink
6841,27,Morty,( kiss staci ) mm let us ask grandpa scientist
6842,27,Morty,"hey rick familiar "" ben wa "" technolog"
6843,27,Rick,( get ’s ) morty great news went back spa let purchas contain unit detoxifi
6844,27,Morty,
6845,27,Toxic Rick,( screen connect contain unit ) come home bitch
6846,27,Morty,
6847,27,Toxic Rick,part pussi grandpa keep real oh oh think drop someth ( grab toxic morty )
6848,27,Toxic Morty,want camera ’m ugli gross pleas
6849,27,Stacey,go
6850,27,Morty,person staci
6851,27,Stacy,’d like stay
6852,27,Morty,rick pleas tell tri put stuff back insid us
6853,27,Rick,morty ’m sorri stuff aliv belong us yank home lock ( knock contain unit knock toxic rick )
6854,27,Toxic Rick,motherfuck
6855,27,Rick,see live pain
6856,27,Morty,rick live pain pain know bad part us way includ dishonesti know sort crazi trick
6857,27,Toxic Rick,oh ’m made entir toxin ’m also liar fuck littl sociopath ( grabs toxic morty again.)y hear morty
6858,27,Toxic Morty,oh everybodi hate tell hate
6859,27,Toxic Rick,( put back ) right shut morty healthi rick
6860,27,Rick,yep sorri morty need step booth ( open door booth )
6861,27,Morty,( shake head arm cross )
6862,27,Toxic Rick,negoti littl turd dummi rick need show domin morty booth ( toxic rick grabs toxic morty shove booth get close door )
6863,27,Rick,booth come morty
6864,27,Morty,touch
6865,27,Rick,morty healthi thing voluntarili retoxifi ( rick grabs morty struggl )
6866,27,Morty,nooooo
6867,27,Stacy,wrong think kind hot
6868,27,Morty,let staci help open door
6869,27,Stacy,need hear safe word morty
6870,27,Morty,sea cucumber sea cucumber
6871,27,Rick,
6872,27,Stacy,’ll anyth morty
6873,27,Rick,
6874,27,Toxic Rick,work haha ye idiot believ everi word let us see enjoy live shit tank
6875,27,Toxic Rick,right behind ( look behind )
6876,27,Toxic Morty,front
6877,27,Toxic Rick,oh ( rub eye ) eye still adjust
6878,27,Stacy,( screen ) uh like sex dungeon guess pay attent
6879,27,Toxic Rick,70 year bottl insid ( burp ) sentiment jackass final get live life
6880,27,Rick,said merg
6881,27,Toxic Rick,lie dumbass lie everyth would ever merg pussi like
6882,27,Rick,go trap us tank plan
6883,27,Toxic Rick,motherfuck still
6884,27,Morty,( point toxic rick ) kill rick
6885,27,Toxic Morty,( hide behind door booth ) like scari
6886,27,Rick,( get readi fight fist ) right ask
6887,27,Toxic Rick,ask ( kick rick crotch rick groans pain grab crotch ) ask ( grabs rick ’s shoulder repeatedli knee crotch ) huh
6888,27,Groin System 6000,assess threat groin
6889,27,Toxic Rick,groin system 6000 kill
6890,27,Groin System 6000,( face rick look back ) groin ’s user
6891,27,Toxic Rick,believ got lot use thing ever
6892,27,Groin System 6000,know tabl ( turn back belt buckl )
6893,27,Mrs. Pancakes,know
6894,27,Summer,( gasp )
6895,27,Summer,hell grandpa rick
6896,27,Toxic Rick,fuck summer
6897,27,Rick,sorri summer
6898,27,Rick,okay okay take easi
6899,27,Toxic Rick,love good boy daddi ’s littl boy
6900,27,Rick,summer get go
6901,27,Toxic Rick,oh
6902,27,Toxic Rick,( burp ) oh
6903,27,Toxic Rick,see bad man front good littl boy go get go get
6904,27,Toxic Rick,ahh son ( run bookshelf push book find book scan open give type inject gun inject shoot monster right inject got took effect nake babi rick burst chest kill grow rick ’s normal age ) ( monster alien turn around run toward rick right nake toxic rick burst kill )
6905,27,Toxic Rick,nice tri asshol
6906,27,Rick,resolv ( huff ) issu need resort top- aah
6907,27,Toxic Morty,rick got tank i’m piec shit got tank
6908,27,Toxic Rick,go tank motherfuck go ( burp ) live toxic shit wasteland like
6909,27,Toxic Morty,ahh ow ( toxic morty control ship start crash around live room ) ( rick toxic rick duck avoid eventu jam wall )
6910,27,Toxic Rick,right motherfuck go fucki-
6911,27,Beth,( confus ) dad
6912,27,Rick,okay leav
6913,27,Beth,go
6914,27,Toxic Rick,right fuck time plan b trap toxic world ( climb ship grab morty throw )
6915,27,Morty,ahh
6916,27,Toxic Rick,’ll make whole world toxic ( flips rick crash spaceship roof fli away )
6917,27,Rick,okay girl i’m sorri put us danger behavior would like go g garden pick fresh basil make us nice scallopini
6918,27,Beth,booger version mean said go make whole world toxic
6919,27,Rick,believ sweetie man ’s motiv mysteri
6920,27,Morty,screw rick got stop last thing would think tank thing
6921,27,Rick,( walk morty bend near ) morty appreci tri place know pick choos world get save apocalyps toxin much right worldview as-
6922,27,Rick,morty healthi slap
6923,27,Morty,obvious version health hell lot differ useless old turd
6924,27,Rick,wait ( get back up.)how could detox machin know differ healthi sick everyth goe must individu ’s definit toxic mean
6925,27,Beth,dad
6926,27,Morty,hell rick
6927,27,Rick,( grab morty run ) ’ll explain way
6928,27,Toxic Rick,""" moon tower "" morty ( burp ) perfect height metal composit ( burps ) amplif beam toxic energi think morty excit morty"
6929,27,Toxic Morty,oh man ’m freak high
6930,27,Toxic Rick,flip switch entir world go toxic us babi ( pull lever )
6931,27,Priest,prais love father-
6932,27,Priest,( rip shirt ) god lie made money
6933,27,Man,( take mous head ) santa claus real ( kick boy pool right kid start stab guy fork knife bleed everywher ) mistak
6934,27,Toxic Rick,hahahahahaha fuck morty put fuck hand air.(grabs toxic morty ’s arm lift ) yeah littl piec shit
6935,27,Rick,rememb
6936,27,Toxic Rick,learn last time beat
6937,27,Rick,yeah learn someth els ( pull gun lab coat )
6938,27,Toxic Morty,ahh
6939,27,Rick,bullet lace encrypt nanobot viru disintegr morty ah 20 minut
6940,27,Toxic Rick,think give shit
6941,27,Rick,know give shit dummi know anoth thing know decrypt key neutral viru ( pull put inject tube inject part ) want come get merg ’ll know save
6942,27,Toxic Rick,pfft come man ’ve trap pussi brain 70 year delus time weakest bluff ’ve ever-
6943,27,Toxic Morty,ow ohh
6944,27,Toxic Rick,( dodg bullet ) jesus christ
6945,27,Morty,cut time half 10 minut
6946,27,Toxic Morty,ohh hurt
6947,27,Toxic Rick,problem
6948,27,Rick,oh problem remov entitl narciss crippl loneli irrat attach
6949,27,Rick,must somewher bro
6950,27,Toxic Rick,’m go back
6951,27,Rick,"honestli care either way hate say "" honestli "" believ know ’m healthi lie watch"
6952,27,Toxic Rick,right knock impress anyon ( kneel hold toxic morty ) morty give shit okay
6953,27,Toxic Morty,jesus christ hurt
6954,27,Toxic Rick,relax quit bitch go fine grandpa ’s
6955,27,Rick,hahahahahaha
6956,27,Toxic Rick,think funni
6957,27,Rick,got sens humor thing oh wait liter incap see bigger pictur guess funni ’ve never done anyth complain charg ever gave wheel would dead five minut
6958,27,Toxic Morty,ah rick
6959,27,Rick,poor dumb sick anim
6960,27,Toxic Morty,augh rick
6961,27,Toxic Rick,ahh ( get walk toward rick ) piec of-
6962,27,Rick,aaahhh ’m back babi ( danc around ) regular rick master world check ( fart morty ’s face ) excus ( walk lever ) ’ll revers hacki toxic beam man realli think shit ’m angri
6963,27,Priest,god lie
6964,27,Crying boy,mommy mommi
6965,27,Rick,( look around binocular ) ha right morty time merg littl ass
6966,27,Morty,better man rick ’m healthi enough admit
6967,27,Rick,kid real piec shit
6968,27,Toxic Morty,( moan pain ) go save right
6969,27,Rick,( pick toxic morty ) part want toxic morty part realli want ( stick inject toxic morty )
6970,27,Worker,( phone ) ’m tell share hot
6971,27,Morty,( also phone ) duan duan duan get get ever lie ( grab appl desk ) right ask around never duan
6972,27,Morty,let put real simpl stock beauti redhead recent singl look date readi fall love fate put locker two duan two locker ( wink two femal worker giggl ) step step duan blue pill red pill ’ll bro total understand duan boss ( stop call ) heinholz biotech million half thirti three ( bite appl everyon cheer throw paper )
6973,27,Worker in a red shirt,( catch appl ) heh.you littl fuck monster
6974,27,Morty,mmm organ mmm ( morty ’s phone ring answer walk window view ) go morty
6975,27,Jessica on the phone,hi morty jessica look talk minut
6976,27,Morty,long take rick trace locat
6977,27,Jessica,come back morty miss
6978,27,Morty,miss old miss someon love much never love ‘ em back
6979,27,Jessica,know want love
6980,27,Morty,’m sick ( press button )
6981,27,Jacquelyn,( sit bench ) ex girlfriend jealou
6982,27,Morty,( put phone bench ) noth jealou
6983,27,Jacquelyn,( sigh ) realiz ’m schedul speak fundrais date night cancel
6984,27,Morty,’ll togeth date
6985,27,Jacquelyn,perfect man ( notic morty ’s phone ) oh sweeti ( pick show morty ) think hit wrong button hang
6986,27,Morty,huh ‘ bout
6987,27,Rick,sorri tini american psycho ( hold inject ) time take opposit medicin
6988,27,Morty,got
6989,27,Morty,oh ow ahh ( eventu morty get )
6990,27,Jessica,feel morty
6991,27,Morty,ah geez ’m miser
6992,27,Rick,good
6993,27,Morty,guess worth though know much care
6994,27,Jessica,care morty ’m fine ( point rick )
6995,27,Rick,"lie bitch kept come hous morty kept ask "" get new morty yet """
6996,27,Jessica,kept drunk dial cri
6997,27,Rick,cri
6998,27,Morty,jacquelyn said
6999,27,Jacquelyn,14 year old boy midwest ran away famili capit lack conscienc becom stock broker
7000,27,Morty,oh guess pretti front
7001,27,Jacquelyn,front everyth soul mate
7002,27,Morty,well anymor ’ll um keep apart uh drone
7003,27,Rick,keep drone turn littl voltron robot awesom
7004,27,Rick,keep drone
7005,27,Tricia,date brad
7006,27,Jessica,date lunch
7007,27,Holly,guy get back togeth
7008,27,Morty,( look sad )
7009,27,Rick,"( come nowher ) morty need help adventur eh "" need "" strong word need door stop brick would work"
7010,27,Morty,okay
7011,27,Jessica,morty
7012,27,Morty,( morty stop look jessica smile )
7013,27,Jessica,good back
7014,27,Tricia,ever peed oh god yum
7015,27,Credits song,hey ever want hold terrifold got one right grab terri flap squeez grab squeez tug terri flap hey want take terrifold danc want come grab holdi fold squeez ‘ em tight son bitch suck holdie flappi fold lick flappi foldi hole terri flap mouth suck flap piec shit whoo
7016,27,Man,although hand moon tower remain today popular late 19th centuri entir town could illumin ( see contain unit.)what hell ( curios press button releas toxin ga slimey staci man back away accident fall tower scream way )
7017,27,Stacey,sea cucumber sea cucumber
7018,28,Rick:,  alright morty readi adventur lost citi atlantis
7019,28,Morty:,  * give thumb * readi ’ll ever rick
7020,28,Rick:,  oh fuck ’s sake
7021,28,Rick K-22:,  * hold clipboard * hello ’m rick k-22 morty ( morty k-22 wave ) go realiti realiti ask rick contribut
7022,28,Rick:,  stupid done citadel rick * burp * never board first place murder everyon charg left rot
7023,28,Rick K-22:,  * examin clipboard * ohhh * pass clipboard morty *
7024,28,Morty:,  tri murder first
7025,28,Morty K-22:,  oh geez well ’ll happi know
7026,28,Morty:,  yeah know murder
7027,28,Rick K-22:,  want rein morty
7028,28,Rick:,  * glare * everi day
7029,28,Morty K-22:,  * read script * citadel rick redevelop fund donates--
7030,28,Rick K-22:,  * interrupt * morty go * belch * donat pitch policeman ’s ball black teenag * pull portal gun shoot new portal * let us go
7031,28,Rick:,  dick
7032,28,Rick K-22:,  think know true
7033,28,Morty:,  geez know still rick morti live citadel wonder day day live like
7034,28,Rick:,  * strap harpoon gun back * well keep wonder go fun fresh self contain adventur atlanti * shoot portal * anyon continu explor citadel either stupid one unfortun million held hostag terribl idea
7035,28,Morty:,  man glad ’m one
7036,28,Rick (voiceover):,  citadel morning news : news citadel morn pretti self explanatori
7037,28,Rick D716-B:,  good morn ’m rick d716 b.
7038,28,Rick D716:,  ’m rick d716
7039,28,Rick D716-B:,  must nice
7040,28,Rick D716:,  come graviti outag east sanchez height
7041,28,Rick D716-B:,  uranium power cellular matrix make sick answer may surpris ‘ ye uranium ’
7042,28,Rick D716:,  stori break
7043,28,Narrator:,  sixteen iter central finite curv rick work wood polar plate
7044,28,Narrator:,  name simpl rick dummi
7045,28,Narrator:,  realiz long ago greatest thing would ever creat daughter
7046,28,Young Beth:,  love daddi
7047,28,Narrator:,  captur moment run loop simpl rick ’s mind
7048,28,Narrator:,  chemic make brain secret goe everi
7049,28,Rick D716:,  one day remain newli democrat citadel elect first president anyon ’s race among rick candidates
7050,28,Rick D716-B:,  certain candid get least one vote ador
7051,28,Rick D716 (voiceover):,  right morty parti candid ’s still race got love
7052,28,Rick D716 (voiceover):,  see littl morty suit wave ador littl jackass
7053,28,Rick D716-B (voiceover):,  uh yeah think actual audio speech “ aw geez aw man ’m go lose elect stuff ”
7054,28,Campaign Manager Morty:,  good run sir think time pull race
7055,28,Candidate Morty:,  feel pretti confid tonight ’s debat
7056,28,Campaign Manager Morty:,  sir terrifi
7057,28,Candidate Morty:,  mayb find littl faith young man
7058,28,Campaign Manager Morty:,  pay faith age
7059,28,Cop Rick:,  oh sorri expecting--
7060,28,Cop Morty:,  rick partner lesson one rooki : expect unexpect get
7061,28,Morty:,  morti human
7062,28,Cop Morty:,  get fuck car rickless fuckin ’ anim   ( pull lever car send taser shock morty fall asid )
7063,28,Morty:, 
7064,28,Cop Morty:,  elect ’s got yellow shirt rile pictur day jessica
7065,28,Cop Rick:,  pretti harsh sir
7066,28,Cop Morty:,  report nobodi give fuck
7067,28,Cop Rick:,  look ’m say make littl sad hear morty cop call morti “ anim ”
7068,28,Cop Morty:,  well make sad see anoth rick cop buy sensit train
7069,28,Cop Rick:,  well ’m glad know like
7070,28,Cop Morty:,  oh one think seat empti
7071,28,Dispatch:,  robberi fifth * burp * avenu
7072,28,Cop Rick:,  fifth * burp *
7073,28,Cop Morty:,  ( dispatch ) unit 7 respond
7074,28,Teacher Rick:,"  ( spoken insid ) "" good idea rick """
7075,28,Students:,  ( togeth ) good idea rick
7076,28,Teacher Rick:,"  "" great adventur """
7077,28,Students:,  great adventur
7078,28,Teacher Rick:,"  "" love new morty """
7079,28,Students:,  love new mor
7080,28,Slick,  ( substitut word morty )
7081,28,Teacher Rick:,  amus mr smith almost amus first rick decapit zorpathion 9 ( slick ’s smug face becom downcast ) third rick mani rick
7082,28,Slick:,  five …
7083,28,Teacher Rick:,  see
7084,28,Tall Morty:,  di gragit time yet
7085,28,Teacher Rick:,  anyth ’s possibl tall morty ugh …
7086,28,Lizard Morty:,  guess seein ’ huh
7087,28,Slick:,  say make last day count say … go
7088,28,Glasses Morty:,  myth
7089,28,Fat Morty:,  myth first rick ’s fourth morty knew rick whose morty went
7090,28,Lizard Morty:,  graduat butt go end mortytown
7091,28,Slick:,  thought last rick fuse lizard chicken
7092,28,Lizard Morty:,  okay fine ’m
7093,28,Glasses Morty:, 
7094,28,Fat Morty:,  hell
7095,28,Lizard Morty:,  * retract tongu * thought saw fli
7096,28,Supervisor Rick:,  * whistl * listen fucknut ’ve supervisor five year shitti thing must come end promot region manag ( factori rick cheer unenthusiast ) yeah feel way may never meet cours make posit supervisor avail ( rick j-22 look hope ) next week ass ’ll kiss … ( rick j-22 smile ) k-83 ( frown ) affection known “
7097,28,Cool Rick:,  know ’m new citadel might think ’ve put time say ’m cool rick * finger gun * yo ha ha ha check
7098,28,Supervisor Rick:,  alright knuckle-*burp*-head question ( rick j-22 rais hand ) alright back work gold ricker
7099,28,Cop Morty:,  rick famili high ass runnin ’ amok morti rais sidekick without side kick start kickin ’
7100,28,Morty Mart Morty:,  height around fourteen year old … oh shirt yellow
7101,28,Cop Morty:,  * sarcast * yeah make sure get
7102,28,Cop Rick:,  mutat augment three eye tail mayb buzzcut
7103,28,Morty Mart Morty:,  four normal morti
7104,28,Purple Trunk Morty:,"  * feel annoy * """
7105,28,Morty Mart Morty:,  * talk back purpl morty * put blog
7106,28,Cop Morty:,  * look two morti nearbi alley * let turn rock
7107,28,Cop Morty:,  aw geez hey goin’ fella
7108,28,Morty 1:,  aw geez man nothin’ man hangin ’ stuff
7109,28,Cop Morty:,  hear ah geez guess ’m suppos figur rob store across street aw geez know
7110,28,Morty 2:,  * smirk * ah geez man suck rick ’s makin ’
7111,28,Cop Morty:,  * anger * rick partner aw geez
7112,28,Morty 1:,  well mayb uniform make big differ say look like sidekick
7113,28,Cop Morty:,  call sidekick one time   call sidekick
7114,28,Morty 2:,  hey man come aw geez
7115,28,Cop Morty:,  want see paint wall
7116,28,Morty 2:, 
7117,28,Cop Rick:,  realiz mani code violat
7118,28,Cop Morty:,  aw geez rick know knowin ’ stuff get fuck car
7119,28,Retired General Rick:,  laser
7120,28,Moderator Rick:,  take time answer question would like
7121,28,Moderator Rick: ,okay juggl rick would solv citadel ’s financi crisi
7122,28,Juggling Rick:,  first say think citadel greatest entir multivers believ answer question three part ( reveal hold three ball ) first educ spend must get
7123,28,Juggling Rick:,  balanc defens * start juggl three ball * whoa
7124,28,Campaign Manager Morty:,  fact check pleas never mind kid race
7125,28,Juggling Rick:,  * juggl three ball chainsaw catch grace * run citadel * bow *
7126,28,Moderator Rick:,  candid morty number displac morti soar rick satisfact level plummet divid two group never wider * smirk * solv one real quick
7127,28,Candidate Morty:,  see divid rick morti
7128,28,Retired General Rick:,  oh shocker * fart *
7129,28,Reverse Rick Outrage:,  ’d like offer rebutt * fart *
7130,28,Rick Guilt Rick:,  gentlemen gentlemen think agre one thing * fart twice * well came two thing get idea
7131,28,Candidate Morty:,  guy finish ( continu speech ) divis see rick morti like citadel divid rest us see everywher go
7132,28,Candidate Morty:,  see school teach morti threaten make us uniqu
7133,28,Candidate Morty:,  see street give gun morti busi fight fight real injustic
7134,28,Candidate Morty:,  see factori rick work fraction boss ’s salari even though ident iq citadel ’s problem homeless morti outrag rick
7135,28,Candidate Morty:,  citadel ’s problem rick morti feed citadel ’s debt
7136,28,Rick J-22:,  holi shit ( alarm ring run offic enter flavor core chamber )
7137,28,Rick Worker:,  head flavor core
7138,28,Candidate Morty:,  ’ve got messag rick morti keep aliv messag … rick morti believ citadel rick morti : outnumb
7139,28,Campaign Manager Morty:,  holi shit ( candid morty walk backstag ) believ believ
7140,28,Candidate Morty:,  know * put hand shoulder * fire * walk away *
7141,28,Juggling Rick:,  sound like look work offer entic compens packag * set bag unzip pull three juggl club * first let us talk benefit
7142,28,Simple Rick:,  * mumbl self * daddi love … daddi ’s good girl
7143,28,Rick J-22:,  * simpl rick * life lie man * polic * live lie get told us special rick strip us anyth made us uniqu
7144,28,Negotiator Rick:,  * megaphon * know feel work stiff rick like assembl line justic demand
7145,28,Rick J-22:,  * burp * want portal gun unregist untrac enough fluid take goddamn prison
7146,28,SWAT Team Rick:,  media ’s outsid
7147,28,Negotiator Rick:,  well keep ‘ em
7148,28,Rick D716-C:,  anyway yeah suspect say citadel lie built lie shit ( share screen rick d716 rick d716 b. ) say appreci life alway wors back rick
7149,28,Rick D716:,  thank rick 716 c. * mumbl d716 b * fuckin ’ guy
7150,28,Rick D716-B:,  tell
7151,28,Rick D716:,  ahem meanwhil elect news unexpect turn event morty morty parti soar top poll
7152,28,Candidate Morty:,  ye
7153,28,Reporter Rick:,  morty origin realiti rick
7154,28,Candidate Morty:,  gosh move around much hard rememb see everi rick rick
7155,28,Candidate Morty:,  hope see morty
7156,28,Campaign Manager Morty:,  * hold glass * anoth pleas less water
7157,28,Bartender Morty:,  * fix new drink * hey cheer pal morty ’s go president * gestur tv * imagin kisser gettin ’ blame everyth
7158,28,Campaign Manager Morty:,  guess shoulda faith
7159,28,Investigator Rick:,  faith need fear
7160,28,Campaign Manager Morty:, 
7161,28,Investigator Rick:,  * drain glass * secret wh wh think * get walk away * look ’m dress
7162,28,Rick Reporter (on TV):,  take system like afraid safeti
7163,28,Candidate Morty (on TV):,  ’d rather live hope fear ( campaign manag morty look shock document look tv ) fear anyth ’d fear peopl afraid fear
7164,28,Candidate Morty (on TV):,  ’m afraid
7165,28,Mortytown Loco:,  hey rick man morty president go lick ball
7166,28,Bootleg Rick:,  shit grandson keep peelin ’ squap squam slippin ’ nib nib ’ll lick whatev nail
7167,28,Cop Rick:,  hand air
7168,28,Mortytown Loco:,  hell man hell hell
7169,28,Cop Morty:,  guy doin’ littl chemistri homework grandpa
7170,28,Cop Rick:,  think
7171,28,Cop Morty:,  bootleg portal fluid
7172,28,Cop Morty:,  guess math search place
7173,28,Psychopath Morty:,  … new … rick
7174,28,Cop Rick:,  okay morty
7175,28,Cop Morty:,  jesus
7176,28,Cop Rick:,  stab got bad morty
7177,28,Cop Morty:,  * approach rick kneel besid * shh okay okay
7178,28,Cop Rick:,  right … * cough * everyth learn academi was--
7179,28,Cop Morty:,  matter * help rick feet * noth ’s wrong put faith morty got pick right one
7180,28,Cop Rick:,  crib
7181,28,Cop Morty:,  somethin’ make feel bad
7182,28,Cop Rick:,  boy got us knee deep paperwork huh
7183,28,Cop Morty:,  go car grab medipack let worri
7184,28,Cop Rick:,  happen
7185,28,Cop Morty:,  old stori mortys killing morti
7186,28,Lizard Morty: ,almost got  
7187,28,Farmer Rick: ,hey get hell away damn megafruit  
7188,28,Farmer Rick:,  sic ’em boy * robot dog give chase ; four morti tumbl river * wear dangnap hat commit rural charact eat free come age
7189,28,Fat Morty:,  bet wish portal   lead realiti   bunch french toast boobi
7190,28,Lizard Morty:,  bet lead place bunch fri-- fli everywher * slick feel peevish *
7191,28,Slick:,  yeah bet goe nowher bet big hole citadel dump broken dream
7192,28,Fat Morty:,  slick ya dramat  
7193,28,Slick:,  * stand *   want know * lift shirt   reveal larg barcod abdomen * ’m part experiment line morti trauma implant think feel fat morty know matter go * glass morty come slick sit back feel depress * ’ll alway one make everybodi sad littl bore   * glass morty consol slick *
7194,28,Glasses Morty:,  slick implant okay also roll sleev * hug *
7195,28,Fat Morty:,  thought left hand morty
7196,28,Lizard Morty:,  use left hand eat veget
7197,28,Candidate Morty:,  hey great meet * greet plumber rick *
7198,28,Plumber Rick:,  ’m plumber sir i’m rick ’m plumber
7199,28,Candidate Morty: ,sound like rick work come citadel plumber
7200,28,Plumber Rick: ,* laugh joy * sure sir * blueshirt   rick carri rick babi come next plumber rick *
7201,28,Father Rick:,  mr morty mr morty * give babi rick * clone kiss babi
7202,28,Candidate Morty: ,like morty babi
7203,28,Candidate Morty:,  hey * shake hand * end get new job
7204,28,Campaign Manager Morty:,  yeah assassin
7205,28,Candidate Morty:,  ’m okay ’m okay ’m * fall unconsci * ohh
7206,28,Builder Hat Morty:,  look like could use good time one danc 10 two 25
7207,28,Cop Rick:,  thank bad math * see beard morty enjoy jean short morty danc *
7208,28,Bearded Morty,: ha ha yeah good time
7209,28,Cop Rick:,  place
7210,28,Cop Morty:,"  "" creepy morty "" kind ’s alway say "" think "" come someon import want meet"
7211,28,Big Morty,  ah bubblah ’d go mortytown loco
7212,28,Cop Morty:,  littl accid caus troubl anymor
7213,28,Big Morty:,  bad morti bad morti * snap finger morty bouncer 2 give envelop cop morty *
7214,28,Cop Morty:,  big morty like contribut keep peac mortytown * take wad dollar bill * think drug lord us cop payrol * throw bill cop rick *
7215,28,Cop Rick:,  morty
7216,28,Morty Bouncers/Cop Morty:,  * said * morty
7217,28,Cop Rick:,  partner morty right mortytown bad mean
7218,28,Big Morty:,  hey goin’ morty
7219,28,Morty Bouncers,: * said * morty
7220,28,Big Morty:,  cop moron
7221,28,Cop Morty:,  * nervous * worri rick big morty new understand
7222,28,Big Morty:,  said
7223,28,Cop Morty:,  wh would say someth like big morty fuck thing us
7224,28,Big Morty:,  wrong
7225,28,Cop Rick:,  big morty arrest * morty bouncer take laser pistol *
7226,28,Cop Morty:,  smartest man univers
